time,ticker,signal
2025-03-06,BA,-1.0
2025-03-06,WMT,-1.0
2025-03-06,XLF,-1.0
2025-03-06,XOM,1.0
2025-03-06,LQD,1.0
2025-03-06,CVX,-1.0
2025-03-06,DIA,1.0
2025-03-06,CSCO,1.0
2025-03-06,BAC,-1.0
2025-03-06,PG,-1.0
2025-03-06,GLD,1.0
2025-03-06,PFE,1.0
2025-03-07,SPY,1.0
2025-03-07,NVDA,1.0
2025-03-07,QQQ,1.0
2025-03-07,AAPL,1.0
2025-03-07,MSFT,1.0
2025-03-07,AMZN,-1.0
2025-03-07,IWM,-1.0
2025-03-07,IVV,-1.0
2025-03-07,GOOGL,1.0
2025-03-07,AMD,1.0
2025-03-07,GOOG,-1.0
2025-03-07,TLT,-1.0
2025-03-07,NFLX,-1.0
2025-03-07,UNH,-1.0
2025-03-07,JPM,0.9931454062461853
2025-03-07,V,-1.0
2025-03-07,MU,1.0
2025-03-07,HYG,-1.0
2025-03-07,BA,-1.0
2025-03-07,WMT,-1.0
2025-03-07,XLF,-1.0
2025-03-07,XOM,1.0
2025-03-07,LQD,1.0
2025-03-07,CVX,-1.0
2025-03-07,DIA,1.0
2025-03-07,CSCO,1.0
2025-03-07,BAC,-1.0
2025-03-07,PG,-1.0
2025-03-07,GLD,1.0
2025-03-07,PFE,1.0
2025-03-10,SPY,1.0
2025-03-10,NVDA,1.0
2025-03-10,QQQ,1.0
2025-03-10,AAPL,1.0
2025-03-10,MSFT,1.0
2025-03-10,AMZN,-1.0
2025-03-10,IWM,-1.0
2025-03-10,IVV,-1.0
2025-03-10,GOOGL,1.0
2025-03-10,AMD,1.0
2025-03-10,GOOG,-1.0
2025-03-10,TLT,-1.0
2025-03-10,NFLX,-1.0
2025-03-10,UNH,-1.0
2025-03-10,JPM,0.9995977878570557
2025-03-10,V,-1.0
2025-03-10,MU,1.0
2025-03-10,HYG,-1.0
2025-03-10,BA,-1.0
2025-03-10,WMT,-1.0
2025-03-10,XLF,-1.0
2025-03-10,XOM,1.0
2025-03-10,LQD,1.0
2025-03-10,CVX,-1.0
2025-03-10,DIA,1.0
2025-03-10,CSCO,1.0
2025-03-10,BAC,-1.0
2025-03-10,PG,-1.0
2025-03-10,GLD,1.0
2025-03-10,PFE,1.0
2025-03-11,SPY,1.0
2025-03-11,NVDA,1.0
2025-03-11,QQQ,1.0
2025-03-11,AAPL,1.0
2025-03-11,MSFT,1.0
2025-03-11,AMZN,-1.0
2025-03-11,IWM,-1.0
2025-03-11,IVV,-1.0
2025-03-11,GOOGL,1.0
2025-03-11,AMD,1.0
2025-03-11,GOOG,-1.0
2025-03-11,TLT,-1.0
2025-03-11,NFLX,-1.0
2025-03-11,UNH,-1.0
2025-03-11,JPM,0.9999950528144836
2025-03-11,V,-1.0
2025-03-11,MU,1.0
2025-03-11,HYG,-1.0
2025-03-11,BA,-1.0
2025-03-11,WMT,-1.0
2025-03-11,XLF,-1.0
2025-03-11,XOM,1.0
2025-03-11,LQD,1.0
2025-03-11,CVX,-1.0
2025-03-11,DIA,1.0
2025-03-11,CSCO,1.0
2025-03-11,BAC,-1.0
2025-03-11,PG,-1.0
2025-03-11,GLD,1.0
2025-03-11,PFE,1.0
2025-03-12,SPY,1.0
2025-03-12,NVDA,1.0
2025-03-12,QQQ,1.0
2025-03-12,AAPL,1.0
2025-03-12,MSFT,1.0
2025-03-12,AMZN,-1.0
2025-03-12,IWM,-1.0
2025-03-12,IVV,-1.0
2025-03-12,GOOGL,1.0
2025-03-12,AMD,1.0
2025-03-12,GOOG,-1.0
2025-03-12,TLT,-1.0
2025-03-12,NFLX,-1.0
2025-03-12,UNH,-1.0
2025-03-12,JPM,0.9999862909317017
2025-03-12,V,-1.0
2025-03-12,MU,1.0
2025-03-12,HYG,-1.0
2025-03-12,BA,-1.0
2025-03-12,WMT,-1.0
2025-03-12,XLF,-1.0
2025-03-12,XOM,1.0
2025-03-12,LQD,1.0
2025-03-12,CVX,-1.0
2025-03-12,DIA,1.0
2025-03-12,CSCO,1.0
2025-03-12,BAC,-1.0
2025-03-12,PG,-1.0
2025-03-12,GLD,1.0
2025-03-12,PFE,1.0
2025-03-13,SPY,1.0
2025-03-13,NVDA,1.0
2025-03-13,QQQ,1.0
2025-03-13,AAPL,1.0
2025-03-13,MSFT,1.0
2025-03-13,AMZN,-1.0
2025-03-13,IWM,-1.0
2025-03-13,IVV,-1.0
2025-03-13,GOOGL,1.0
2025-03-13,AMD,1.0
2025-03-13,GOOG,-1.0
2025-03-13,TLT,-1.0
2025-03-13,NFLX,-1.0
2025-03-13,UNH,-1.0
2025-03-13,JPM,0.9999943971633911
2025-03-13,V,-1.0
2025-03-13,MU,1.0
2025-03-13,HYG,-1.0
2025-03-13,BA,-1.0
2025-03-13,WMT,-1.0
2025-03-13,XLF,-1.0
2025-03-13,XOM,1.0
2025-03-13,LQD,1.0
2025-03-13,CVX,-1.0
2025-03-13,DIA,1.0
2025-03-13,CSCO,1.0
2025-03-13,BAC,-1.0
2025-03-13,PG,-1.0
2025-03-13,GLD,1.0
2025-03-13,PFE,1.0
2025-03-14,SPY,1.0
2025-03-14,NVDA,1.0
2025-03-14,QQQ,1.0
2025-03-14,AAPL,1.0
2025-03-14,MSFT,1.0
2025-03-14,AMZN,-1.0
2025-03-14,IWM,-1.0
2025-03-14,IVV,-1.0
2025-03-14,GOOGL,1.0
2025-03-14,AMD,1.0
2025-03-14,GOOG,-1.0
2025-03-14,TLT,-1.0
2025-03-14,NFLX,-1.0
2025-03-14,UNH,-1.0
2025-03-14,JPM,0.9903844594955444
2025-03-14,V,-1.0
2025-03-14,MU,1.0
2025-03-14,HYG,-1.0
2025-03-14,BA,-1.0
2025-03-14,WMT,-1.0
2025-03-14,XLF,-1.0
2025-03-14,XOM,1.0
2025-03-14,LQD,1.0
2025-03-14,CVX,-1.0
2025-03-14,DIA,1.0
2025-03-14,CSCO,1.0
2025-03-14,BAC,-1.0
2025-03-14,PG,-1.0
2025-03-14,GLD,1.0
2025-03-14,PFE,1.0
2025-03-17,SPY,1.0
2025-03-17,NVDA,1.0
2025-03-17,QQQ,1.0
2025-03-17,AAPL,1.0
2025-03-17,MSFT,1.0
2025-03-17,AMZN,-1.0
2025-03-17,IWM,-1.0
2025-03-17,IVV,-1.0
2025-03-17,GOOGL,1.0
2025-03-17,AMD,1.0
2025-03-17,GOOG,-1.0
2025-03-17,TLT,-1.0
2025-03-17,NFLX,-1.0
2025-03-17,UNH,-1.0
2025-03-17,JPM,0.3884789049625397
2025-03-17,V,-1.0
2025-03-17,MU,1.0
2025-03-17,HYG,-1.0
2025-03-17,BA,-1.0
2025-03-17,WMT,-1.0
2025-03-17,XLF,-1.0
2025-03-17,XOM,1.0
2025-03-17,LQD,1.0
2025-03-17,CVX,-1.0
2025-03-17,DIA,1.0
2025-03-17,CSCO,1.0
2025-03-17,BAC,-1.0
2025-03-17,PG,-1.0
2025-03-17,GLD,1.0
2025-03-17,PFE,1.0
2025-03-18,SPY,1.0
2025-03-18,NVDA,1.0
2025-03-18,QQQ,1.0
2025-03-18,AAPL,1.0
2025-03-18,MSFT,1.0
2025-03-18,AMZN,-1.0
2025-03-18,IWM,-1.0
2025-03-18,IVV,-1.0
2025-03-18,GOOGL,1.0
2025-03-18,AMD,1.0
2025-03-18,GOOG,-1.0
2025-03-18,TLT,-1.0
2025-03-18,NFLX,-1.0
2025-03-18,UNH,-1.0
2025-03-18,JPM,0.8948297500610352
2025-03-18,V,-1.0
2025-03-18,MU,1.0
2025-03-18,HYG,-1.0
2025-03-18,BA,-1.0
2025-03-18,WMT,-1.0
2025-03-18,XLF,-1.0
2025-03-18,XOM,1.0
2025-03-18,LQD,1.0
2025-03-18,CVX,-1.0
2025-03-18,DIA,1.0
2025-03-18,CSCO,1.0
2025-03-18,BAC,-1.0
2025-03-18,PG,-1.0
2025-03-18,GLD,1.0
2025-03-18,PFE,1.0
2025-03-19,SPY,1.0
2025-03-19,NVDA,1.0
2025-03-19,QQQ,1.0
2025-03-19,AAPL,1.0
2025-03-19,MSFT,1.0
2025-03-19,AMZN,-1.0
2025-03-19,IWM,-1.0
2025-03-19,IVV,-1.0
2025-03-19,GOOGL,1.0
2025-03-19,AMD,1.0
2025-03-19,GOOG,-1.0
2025-03-19,TLT,-1.0
2025-03-19,NFLX,-1.0
2025-03-19,UNH,-1.0
2025-03-19,JPM,0.36966472864151
2025-03-19,V,-1.0
2025-03-19,MU,1.0
2025-03-19,HYG,-1.0
2025-03-19,BA,-1.0
2025-03-19,WMT,-1.0
2025-03-19,XLF,-1.0
2025-03-19,XOM,1.0
2025-03-19,LQD,1.0
2025-03-19,CVX,-1.0
2025-03-19,DIA,1.0
2025-03-19,CSCO,1.0
2025-03-19,BAC,-1.0
2025-03-19,PG,-1.0
2025-03-19,GLD,1.0
2025-03-19,PFE,1.0
2025-03-20,SPY,1.0
2025-03-20,NVDA,1.0
2025-03-20,QQQ,1.0
2025-03-20,AAPL,1.0
2025-03-20,MSFT,1.0
2025-03-20,AMZN,-1.0
2025-03-20,IWM,-1.0
2025-03-20,IVV,-1.0
2025-03-20,GOOGL,1.0
2025-03-20,AMD,1.0
2025-03-20,GOOG,-1.0
2025-03-20,TLT,-1.0
2025-03-20,NFLX,-1.0
2025-03-20,UNH,-1.0
2025-03-20,JPM,0.35182660818099976
2025-03-20,V,-1.0
2025-03-20,MU,1.0
2025-03-20,HYG,-1.0
2025-03-20,BA,-1.0
2025-03-20,WMT,-1.0
2025-03-20,XLF,-1.0
2025-03-20,XOM,1.0
2025-03-20,LQD,1.0
2025-03-20,CVX,-1.0
2025-03-20,DIA,1.0
2025-03-20,CSCO,1.0
2025-03-20,BAC,-1.0
2025-03-20,PG,-1.0
2025-03-20,GLD,1.0
2025-03-20,PFE,1.0
2025-03-21,SPY,1.0
2025-03-21,NVDA,1.0
2025-03-21,QQQ,1.0
2025-03-21,AAPL,1.0
2025-03-21,MSFT,1.0
2025-03-21,AMZN,-1.0
2025-03-21,IWM,-1.0
2025-03-21,IVV,-1.0
2025-03-21,GOOGL,1.0
2025-03-21,AMD,1.0
2025-03-21,GOOG,-1.0
2025-03-21,TLT,-1.0
2025-03-21,NFLX,-1.0
2025-03-21,UNH,-1.0
2025-03-21,JPM,0.9653052091598511
2025-03-21,V,-1.0
2025-03-21,MU,1.0
2025-03-21,HYG,-1.0
2025-03-21,BA,-1.0
2025-03-21,WMT,-1.0
2025-03-21,XLF,-1.0
2025-03-21,XOM,1.0
2025-03-21,LQD,1.0
2025-03-21,CVX,-1.0
2025-03-21,DIA,1.0
2025-03-21,CSCO,1.0
2025-03-21,BAC,-1.0
2025-03-21,PG,-1.0
2025-03-21,GLD,1.0
2025-03-21,PFE,1.0
2025-03-24,SPY,1.0
2025-03-24,NVDA,1.0
2025-03-24,QQQ,1.0
2025-03-24,AAPL,1.0
2025-03-24,MSFT,1.0
2025-03-24,AMZN,-1.0
2025-03-24,IWM,-1.0
2025-03-24,IVV,-1.0
2025-03-24,GOOGL,1.0
2025-03-24,AMD,1.0
2025-03-24,GOOG,-1.0
2025-03-24,TLT,-1.0
2025-03-24,NFLX,-1.0
2025-03-24,UNH,-1.0
2025-03-24,JPM,-0.31872475147247314
2025-03-24,V,-1.0
2025-03-24,MU,1.0
2025-03-24,HYG,-1.0
2025-03-24,BA,-1.0
2025-03-24,WMT,-1.0
2025-03-24,XLF,-1.0
2025-03-24,XOM,1.0
2025-03-24,LQD,1.0
2025-03-24,CVX,-1.0
2025-03-24,DIA,1.0
2025-03-24,CSCO,1.0
2025-03-24,BAC,-1.0
2025-03-24,PG,-1.0
2025-03-24,GLD,1.0
2025-03-24,PFE,1.0
2025-03-25,SPY,1.0
2025-03-25,NVDA,1.0
2025-03-25,QQQ,1.0
2025-03-25,AAPL,1.0
2025-03-25,MSFT,1.0
2025-03-25,AMZN,-1.0
2025-03-25,IWM,-1.0
2025-03-25,IVV,-1.0
2025-03-25,GOOGL,1.0
2025-03-25,AMD,1.0
2025-03-25,GOOG,-1.0
2025-03-25,TLT,-1.0
2025-03-25,NFLX,-1.0
2025-03-25,UNH,-1.0
2025-03-25,JPM,-0.6816449165344238
2025-03-25,V,-1.0
2025-03-25,MU,1.0
2025-03-25,HYG,-1.0
2025-03-25,BA,-1.0
2025-03-25,WMT,-1.0
2025-03-25,XLF,-1.0
2025-03-25,XOM,1.0
2025-03-25,LQD,1.0
2025-03-25,CVX,-1.0
2025-03-25,DIA,1.0
2025-03-25,CSCO,1.0
2025-03-25,BAC,-1.0
2025-03-25,PG,-1.0
2025-03-25,GLD,1.0
2025-03-25,PFE,1.0
2025-03-26,SPY,1.0
2025-03-26,NVDA,1.0
2025-03-26,QQQ,1.0
2025-03-26,AAPL,1.0
2025-03-26,MSFT,1.0
2025-03-26,AMZN,-1.0
2025-03-26,IWM,-1.0
2025-03-26,IVV,-1.0
2025-03-26,GOOGL,1.0
2025-03-26,AMD,1.0
2025-03-26,GOOG,-1.0
2025-03-26,TLT,-1.0
2025-03-26,NFLX,-1.0
2025-03-26,UNH,-1.0
2025-03-26,JPM,0.9360224604606628
2025-03-26,V,-1.0
2025-03-26,MU,1.0
2025-03-26,HYG,-1.0
2025-03-26,BA,-1.0
2025-03-26,WMT,-1.0
2025-03-26,XLF,-1.0
2025-03-26,XOM,1.0
2025-03-26,LQD,1.0
2025-03-26,CVX,-1.0
2025-03-26,DIA,1.0
2025-03-26,CSCO,1.0
2025-03-26,BAC,-1.0
2025-03-26,PG,-1.0
2025-03-26,GLD,1.0
2025-03-26,PFE,1.0
2025-03-27,SPY,1.0
2025-03-27,NVDA,1.0
2025-03-27,QQQ,1.0
2025-03-27,AAPL,1.0
2025-03-27,MSFT,1.0
2025-03-27,AMZN,-1.0
2025-03-27,IWM,-1.0
2025-03-27,IVV,-1.0
2025-03-27,GOOGL,1.0
2025-03-27,AMD,1.0
2025-03-27,GOOG,-1.0
2025-03-27,TLT,-1.0
2025-03-27,NFLX,-1.0
2025-03-27,UNH,-1.0
2025-03-27,JPM,0.9861614108085632
2025-03-27,V,-1.0
2025-03-27,MU,1.0
2025-03-27,HYG,-1.0
2025-03-27,BA,-1.0
2025-03-27,WMT,-1.0
2025-03-27,XLF,-1.0
2025-03-27,XOM,1.0
2025-03-27,LQD,1.0
2025-03-27,CVX,-1.0
2025-03-27,DIA,1.0
2025-03-27,CSCO,1.0
2025-03-27,BAC,-1.0
2025-03-27,PG,-1.0
2025-03-27,GLD,1.0
2025-03-27,PFE,1.0
2025-03-28,SPY,1.0
2025-03-28,NVDA,1.0
2025-03-28,QQQ,1.0
2025-03-28,AAPL,1.0
2025-03-28,MSFT,1.0
2025-03-28,AMZN,-1.0
2025-03-28,IWM,-1.0
2025-03-28,IVV,-1.0
2025-03-28,GOOGL,1.0
2025-03-28,AMD,1.0
2025-03-28,GOOG,-1.0
2025-03-28,TLT,-1.0
2025-03-28,NFLX,-1.0
2025-03-28,UNH,-1.0
2025-03-28,JPM,0.9998374581336975
2025-03-28,V,-1.0
2025-03-28,MU,1.0
2025-03-28,HYG,-1.0
2025-03-28,BA,-1.0
2025-03-28,WMT,-1.0
2025-03-28,XLF,-1.0
2025-03-28,XOM,1.0
2025-03-28,LQD,1.0
2025-03-28,CVX,-1.0
2025-03-28,DIA,1.0
2025-03-28,CSCO,1.0
2025-03-28,BAC,-1.0
2025-03-28,PG,-1.0
2025-03-28,GLD,1.0
2025-03-28,PFE,1.0
2025-03-31,SPY,1.0
2025-03-31,NVDA,1.0
2025-03-31,QQQ,1.0
2025-03-31,AAPL,1.0
2025-03-31,MSFT,1.0
2025-03-31,AMZN,-1.0
2025-03-31,IWM,-1.0
2025-03-31,IVV,-1.0
2025-03-31,GOOGL,1.0
2025-03-31,AMD,1.0
2025-03-31,GOOG,-1.0
2025-03-31,TLT,-1.0
