time,ticker,action,quantity,target_price,executed_price,commission,slippage_cost,total_cost,realized_pnl,cash_balance,holdings_value,portfolio_value,status,notes
2025-02-19,SPY,sell,3.8420432939060447,612.93,612.562242,2.3534906539761513,1.412942157680225,2355.8441446301276,-0.5832615222225286,2628.794596994813,997347.9009368019,999976.6955337967,EXECUTED,
2025-02-19,V,sell,0.0,355.23,0.0,0.0,0.0,0.0,0.0,2628.794596994813,997347.9009368019,999976.6955337967,REJECTED,No position to sell (shorting disabled)
2025-02-19,UNH,buy,5.135789120935406,511.04,511.34662399999996,2.626168428566247,12.353963213705693,2628.7945969948137,0.0,-4.547473508864641e-13,999972.4946091648,999972.4946091648,EXECUTED,Reduced due to cash constraint
2025-02-19,WMT,buy,0.0,104.0,0.0,0.0,0.0,0.0,0.0,-4.547473508864641e-13,999972.4946091648,999972.4946091648,REJECTED,Insufficient cash
2025-02-19,XLF,buy,0.0,52.19,0.0,0.0,0.0,0.0,0.0,-4.547473508864641e-13,999972.4946091648,999972.4946091648,REJECTED,Insufficient cash
2025-02-19,XOM,sell,13.170413127871143,110.3,110.23382000000001,1.4518249500633846,0.8716179408023619,1453.276775013448,-2.537990027033402,1450.3731251133208,998519.7980411606,999970.1711662739,EXECUTED,
2025-02-19,MSFT,sell,0.0,414.77,0.0,0.0,0.0,0.0,0.0,1450.3731251133208,998519.7980411606,999970.1711662739,REJECTED,No position to sell (shorting disabled)
2025-02-19,TLT,buy,14.154644119433215,88.21,88.262926,1.2493303064698689,0.7491486946651132,1250.5796367763387,0.0,199.79348833698214,999768.3791989358,999968.1726872728,EXECUTED,
2025-02-19,LQD,sell,0.0,107.61,0.0,0.0,0.0,0.0,0.0,199.79348833698214,999768.3791989358,999968.1726872728,REJECTED,No position to sell (shorting disabled)
2025-02-19,PG,buy,1.1981152616769157,166.49,166.589894,0.19959389444253964,3.8445263857816254,199.79348833698216,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,EXECUTED,Reduced due to cash constraint
2025-02-19,IWM,sell,0.0,226.43,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,REJECTED,No position to sell (shorting disabled)
2025-02-19,AMD,sell,0.0,114.69,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,REJECTED,No position to sell (shorting disabled)
2025-02-19,AMZN,sell,0.0,226.63,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,REJECTED,No position to sell (shorting disabled)
2025-02-19,BA,buy,0.0,186.15,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,REJECTED,Insufficient cash
2025-02-19,BAC,sell,0.0,46.01,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,REJECTED,No position to sell (shorting disabled)
2025-02-19,CSCO,sell,0.0,64.84,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,REJECTED,No position to sell (shorting disabled)
2025-02-19,CVX,buy,0.0,157.23,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,999967.8534088524,999967.8534088524,REJECTED,Insufficient cash
2025-02-19,AAPL,sell,6.681882549380134,244.87,244.72307800000002,1.6352108643187935,0.9817155479199569,1636.8460751831124,-2.558785227337694,1633.5756534544746,998331.6608289855,999965.23648244,EXECUTED,
2025-02-19,JPM,sell,0.0,279.25,0.0,0.0,0.0,0.0,0.0,1633.5756534544746,998331.6608289855,999965.23648244,REJECTED,No position to sell (shorting disabled)
2025-02-19,GLD,sell,0.0,270.85,0.0,0.0,0.0,0.0,0.0,1633.5756534544746,998331.6608289855,999965.23648244,REJECTED,No position to sell (shorting disabled)
2025-02-19,GOOG,buy,8.715679638039493,187.13,187.24227799999997,1.6319437097447298,4.29494079655448,1633.5756534544746,0.0,0.0,999962.6259596519,999962.6259596519,EXECUTED,Reduced due to cash constraint
2025-02-19,GOOGL,sell,0.0,185.27,0.0,0.0,0.0,0.0,0.0,0.0,999962.6259596519,999962.6259596519,REJECTED,No position to sell (shorting disabled)
2025-02-19,HYG,buy,0.0,79.75,0.0,0.0,0.0,0.0,0.0,0.0,999962.6259596519,999962.6259596519,REJECTED,Insufficient cash
2025-02-19,IVV,buy,0.0,615.85,0.0,0.0,0.0,0.0,0.0,0.0,999962.6259596519,999962.6259596519,REJECTED,Insufficient cash
2025-02-19,DIA,sell,0.0,446.67,0.0,0.0,0.0,0.0,0.0,0.0,999962.6259596519,999962.6259596519,REJECTED,No position to sell (shorting disabled)
2025-02-20,MSFT,sell,0.0,416.13,0.0,0.0,0.0,0.0,0.0,0.0,1002638.2654336947,1002638.2654336947,REJECTED,No position to sell (shorting disabled)
2025-02-20,MU,buy,0.0,103.18,0.0,0.0,0.0,0.0,0.0,0.0,1002638.2654336947,1002638.2654336947,REJECTED,Insufficient cash
2025-02-20,NFLX,sell,0.0,102.45,0.0,0.0,0.0,0.0,0.0,0.0,1002638.2654336947,1002638.2654336947,REJECTED,No position to sell (shorting disabled)
2025-02-20,NVDA,sell,0.0,140.11,0.0,0.0,0.0,0.0,0.0,0.0,1002638.2654336947,1002638.2654336947,REJECTED,No position to sell (shorting disabled)
2025-02-20,PFE,sell,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,1002638.2654336947,1002638.2654336947,REJECTED,No position to sell (shorting disabled)
2025-02-20,PG,buy,0.0,167.21,0.0,0.0,0.0,0.0,0.0,0.0,1002638.2654336947,1002638.2654336947,REJECTED,Insufficient cash
2025-02-20,XOM,sell,137.61170832793687,112.0,111.93280000000001,15.403263825929296,9.247506799635362,15418.667089755223,207.04742724388598,15387.860562103366,987225.7541009658,1002613.6146630691,EXECUTED,
2025-02-20,SPY,buy,5.979360301870241,610.38,610.746228,3.6518717502201907,2.496206744652492,3655.523621970411,0.0,11732.336940132955,990875.4360420214,1002607.7729821543,EXECUTED,Reduced due to position limit
2025-02-20,TLT,buy,42.252907621035774,88.54,88.593124,3.7433170842309673,2.244643464459771,3747.0604013151983,0.0,7985.276538817756,994616.5084827879,1002601.7850216057,EXECUTED,
2025-02-20,V,sell,0.0,350.49,0.0,0.0,0.0,0.0,0.0,7985.276538817756,994616.5084827879,1002601.7850216057,REJECTED,No position to sell (shorting disabled)
2025-02-20,WMT,sell,0.0,97.21,0.0,0.0,0.0,0.0,0.0,7985.276538817756,994616.5084827879,1002601.7850216057,REJECTED,No position to sell (shorting disabled)
2025-02-20,XLF,sell,0.0,51.39,0.0,0.0,0.0,0.0,0.0,7985.276538817756,994616.5084827879,1002601.7850216057,REJECTED,No position to sell (shorting disabled)
2025-02-20,LQD,sell,0.0,107.87,0.0,0.0,0.0,0.0,0.0,7985.276538817756,994616.5084827879,1002601.7850216057,REJECTED,No position to sell (shorting disabled)
2025-02-20,QQQ,buy,5.142752104439866,537.23,537.552338,2.7644984174960703,2.5467081850529594,2767.2629159135663,0.0,5218.013622904189,997379.3491958561,1002597.3628187603,EXECUTED,Reduced due to position limit
2025-02-20,UNH,sell,5.135789120935406,502.42,502.11854800000003,2.5787749762382823,10.120538509705197,2581.353751214521,-52.59839573276986,7794.209824166233,994799.0260257157,1002593.235849882,EXECUTED,Reduced to available position
2025-02-20,JPM,sell,0.0,266.8,0.0,0.0,0.0,0.0,0.0,7794.209824166233,994799.0260257157,1002593.235849882,REJECTED,No position to sell (shorting disabled)
2025-02-20,IVV,sell,0.0,613.46,0.0,0.0,0.0,0.0,0.0,7794.209824166233,994799.0260257157,1002593.235849882,REJECTED,No position to sell (shorting disabled)
2025-02-20,IWM,sell,0.0,224.26,0.0,0.0,0.0,0.0,0.0,7794.209824166233,994799.0260257157,1002593.235849882,REJECTED,No position to sell (shorting disabled)
2025-02-20,AAPL,sell,15.947799635653155,245.83,245.68250200000003,3.9180953158819563,2.352268550659323,3922.013411197838,9.178290659716822,11708.387044732308,990878.5784412832,1002586.9654860155,EXECUTED,
2025-02-20,AMD,buy,39.71236850805144,114.17,114.238502,4.536681489231771,2.7203766675383485,4541.218170721003,0.0,7167.168874011305,995412.5395538474,1002579.7084278587,EXECUTED,
2025-02-20,AMZN,sell,0.0,222.88,0.0,0.0,0.0,0.0,0.0,7167.168874011305,995412.5395538474,1002579.7084278587,REJECTED,No position to sell (shorting disabled)
2025-02-20,BAC,sell,0.0,45.3,0.0,0.0,0.0,0.0,0.0,7167.168874011305,995412.5395538474,1002579.7084278587,REJECTED,No position to sell (shorting disabled)
2025-02-20,CSCO,buy,40.54180255722349,64.67,64.70880199999999,2.6234114743984684,1.5731030228249718,2626.0348858728667,0.0,4541.133988138438,998034.3779252231,1002575.5119133615,EXECUTED,
2025-02-20,BA,sell,0.0,180.88,0.0,0.0,0.0,0.0,0.0,4541.133988138438,998034.3779252231,1002575.5119133615,REJECTED,No position to sell (shorting disabled)
2025-02-20,DIA,buy,10.248597537261208,442.39,442.65543399999996,4.536597390747691,5.749210826784255,4541.133988138438,0.0,0.0,1002568.254989732,1002568.254989732,EXECUTED,Reduced due to cash constraint
2025-02-20,GLD,sell,0.0,270.99,0.0,0.0,0.0,0.0,0.0,0.0,1002568.254989732,1002568.254989732,REJECTED,No position to sell (shorting disabled)
2025-02-20,GOOG,sell,8.715679638039493,186.64,186.528016,1.625718430975105,1.571100304600852,1627.34414940608,-9.48294091034495,1624.0927125441297,1000941.5605420884,1002565.6532546325,EXECUTED,Reduced to available position
2025-02-20,GOOGL,buy,8.785746336668243,184.56,184.67073599999998,1.622470242301828,2.299346899119669,1624.0927125441299,0.0,-2.2737367544323206e-13,1002563.0578859838,1002563.0578859838,EXECUTED,Reduced due to cash constraint
2025-02-20,HYG,buy,0.0,79.8,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,1002563.0578859838,1002563.0578859838,REJECTED,Insufficient cash
2025-02-20,CVX,buy,0.0,158.79,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,1002563.0578859838,1002563.0578859838,REJECTED,Insufficient cash
2025-02-21,QQQ,buy,0.0,526.08,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,MU,buy,0.0,98.84,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,NFLX,sell,0.0,100.32,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,NVDA,buy,0.0,134.43,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,PFE,sell,0.0,26.3,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,SPY,buy,0.0,599.94,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,MSFT,buy,0.0,408.21,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,UNH,sell,0.0,466.42,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,V,sell,0.0,348.53,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,WMT,sell,0.0,94.78,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,XLF,sell,0.0,50.75,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,XOM,buy,0.0,110.69,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,TLT,buy,0.0,89.61,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,LQD,sell,0.0,108.25,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,PG,buy,0.0,170.23,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,IWM,sell,0.0,217.8,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,AAPL,buy,0.0,245.55,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,AMD,buy,0.0,110.84,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,AMZN,sell,0.0,216.58,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,BA,sell,0.0,177.15,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,BAC,sell,0.0,44.81,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,CSCO,buy,0.0,63.98,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,CVX,sell,0.0,156.92,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,JPM,sell,0.0,264.24,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,GLD,buy,0.0,270.74,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,GOOG,sell,0.0,181.58,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,GOOGL,buy,0.0,179.66,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-21,HYG,sell,0.0,79.65,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,IVV,sell,0.0,602.87,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,No position to sell (shorting disabled)
2025-02-21,DIA,buy,0.0,434.15,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,989797.2182220693,989797.2182220693,REJECTED,Insufficient cash
2025-02-24,NVDA,buy,0.0,130.28,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,MU,buy,0.0,95.41,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,NFLX,sell,0.0,98.85,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,No position to sell (shorting disabled)
2025-02-24,PFE,sell,0.0,26.65,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,No position to sell (shorting disabled)
2025-02-24,PG,buy,0.0,170.54,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,QQQ,buy,0.0,519.87,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,UNH,sell,0.0,461.52,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,No position to sell (shorting disabled)
2025-02-24,TLT,buy,0.0,89.87,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,MSFT,buy,0.0,404.0,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,V,buy,0.0,349.86,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,WMT,sell,0.0,93.67,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,No position to sell (shorting disabled)
2025-02-24,XLF,buy,0.0,50.97,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,988432.5125349729,988432.5125349729,REJECTED,Insufficient cash
2025-02-24,XOM,sell,47.09139090374447,111.27,111.203238,5.236715150420131,3.1439154395156517,5241.9518655705515,36.53089587319755,5231.478435269711,983192.6534691133,988424.131904383,EXECUTED,
2025-02-24,SPY,buy,3.1177202230555547,597.21,597.568326,1.8630508546276545,2.7302730273020956,1864.913905482282,0.0,3366.564529787429,985054.5871635242,988421.1516933116,EXECUTED,Reduced due to position limit
2025-02-24,LQD,sell,0.0,108.53,0.0,0.0,0.0,0.0,0.0,3366.564529787429,985054.5871635242,988421.1516933116,REJECTED,No position to sell (shorting disabled)
2025-02-24,JPM,sell,0.0,261.34,0.0,0.0,0.0,0.0,0.0,3366.564529787429,985054.5871635242,988421.1516933116,REJECTED,No position to sell (shorting disabled)
2025-02-24,IWM,sell,0.0,216.23,0.0,0.0,0.0,0.0,0.0,3366.564529787429,985054.5871635242,988421.1516933116,REJECTED,No position to sell (shorting disabled)
2025-02-24,AAPL,sell,25.54577097590027,247.1,246.95174,6.308572592140069,3.787416004886805,6314.881164732209,47.093362556048305,9668.828549335358,978742.2271553793,988411.0557047146,EXECUTED,
2025-02-24,AMD,buy,89.29217790716194,108.11,108.174866,9.659169379955403,14.77805846264772,9668.828549335358,0.0,0.0,988395.6045089226,988395.6045089226,EXECUTED,Reduced due to cash constraint
2025-02-24,AMZN,sell,0.0,212.71,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,No position to sell (shorting disabled)
2025-02-24,BA,buy,0.0,179.91,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,Insufficient cash
2025-02-24,CSCO,buy,0.0,63.24,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,Insufficient cash
2025-02-24,CVX,buy,0.0,157.89,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,Insufficient cash
2025-02-24,BAC,sell,0.0,44.46,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,No position to sell (shorting disabled)
2025-02-24,GLD,sell,0.0,272.21,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,No position to sell (shorting disabled)
2025-02-24,GOOG,sell,0.0,181.19,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,No position to sell (shorting disabled)
2025-02-24,GOOGL,buy,0.0,179.25,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,Insufficient cash
2025-02-24,HYG,buy,0.0,79.75,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,Insufficient cash
2025-02-24,IVV,sell,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,988395.6045089226,988395.6045089226,REJECTED,No position to sell (shorting disabled)
2025-02-24,DIA,sell,2.014299410802323,434.53,434.269282,0.8747483588621479,0.5251641137855543,875.62310722101,-18.658609971255373,873.8736105032857,987520.3309859467,988394.20459645,EXECUTED,
2025-02-25,PFE,sell,0.0,26.74,0.0,0.0,0.0,0.0,0.0,873.8736105032857,979565.6061817902,980439.4797922935,REJECTED,No position to sell (shorting disabled)
2025-02-25,MSFT,buy,2.1927045077135485,397.9,398.1387399999999,0.8730006098933923,9.059405940592239,873.8736105032858,0.0,-1.1368683772161603e-13,980438.0833054094,980438.0833054094,EXECUTED,Reduced due to cash constraint
2025-02-25,MU,buy,0.0,93.22,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,980438.0833054094,980438.0833054094,REJECTED,Insufficient cash
2025-02-25,NFLX,sell,0.0,97.72,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,980438.0833054094,980438.0833054094,REJECTED,No position to sell (shorting disabled)
2025-02-25,NVDA,buy,0.0,126.63,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,980438.0833054094,980438.0833054094,REJECTED,Insufficient cash
